ticker,ticker_full,name_yahoo,exchange,quote_type,currency,financial_currency,sector,industry,industry_key,summary,employees,website,hq_country,hq_city,hq_state,price,mcap_yahoo,shares_outstanding,float_shares,volume_avg,volume_avg_10d,beta,revenue_info,ebitda_info,gross_margin,operating_margin,profit_margin,total_cash,total_debt_info,held_insiders,held_institutions,analysts,revenue_stmt,cost_of_revenue,gross_profit,ebitda_stmt,operating_income,net_income,revenue_year,construction_in_progress,net_ppe,gross_ppe,total_assets,cash_and_equiv,total_debt,stockholders_equity,balance_year,capex,stock_issuance,operating_cf,free_cf,exploration_spend,cashflow_year,fetch_status,fetch_note,fetched_at
SMI,SMI.AX,Santana Minerals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Precious Metals & Mining,other-precious-metals-mining,"Santana Minerals Limited engages in the exploration and evaluation of gold properties in New Zealand, Cambodia, and Mexico. The company explores for gold, silver, and diamond properties. It holds a 100% interest in the Bendigo-Ophir gold project covering an area of 251 square kilometers located in Central Otago, South Island of New Zealand. Santana Minerals Limited was formerly known as Cerro Resources NL, Non-Cerro del Gallo Projects and Interests. The company was incorporated in 2013 and is based in Brisbane, Australia.",,https://www.santanaminerals.com,Australia,Brisbane,QLD,0.497,489923008,985760563,662789816,2433242,2217151,0.928,,,0.0,0.0,0.0,89981920,371430,0.21356001,0.09488,4,,,,-1557009.0,-4824254.0,-1692292.0,2025,,55119005.0,55562831.0,106395874.0,50453388.0,199186.0,102596176.0,2025,-16265404.0,36184183.0,,-18990951.0,,2025,ok,,2026-09-02T10:29:42
SMM,SMM.AX,Somerset Minerals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Somerset Minerals Limited, together with its subsidiaries, explores and extracts mineral properties in Australia, Canada, and Ecuador. The company explores for copper, silver, zinc, lead, cadmium, gold, chalcocite, bornite, chalcopyrite, precious metal, and base metal deposits. Its flagship projects are the 100% owned Prescott copper and base metals project that consists of 52 licenses covering an area of 624 square kilometers located in the Peel Sound area of the Polaris mineral district of Nunavut, Canada; and the 100% owned Coppermine project that consists of 102 exploration licenses and one exclusive exploration right covering an area of 1,665 square kilometers located in the Kitikmeot region of Nunavut, Canada. The company was formerly known as Tempus Resources Limited and changed its name to Somerset Minerals Limited in June 2024. Somerset Minerals Limited was incorporated in 2018 and is based in Perth, Australia.",,https://somersetminerals.com.au,Australia,Perth,WA,0.012,19255500,1604625050,996626415,4896499,3006952,1.605,141500,-1060767,1.0,-54.74231,0.0,4551500,34744,0.12375,0.12156,,,,,-1901851.0,-1911470.0,-19992741.0,2024,,1820490.0,1820490.0,4006337.0,1435783.0,107890.0,-1472218.0,2024,-758512.0,2440669.0,,-2375791.0,,2024,ok,,2026-09-02T10:29:45
SMR,SMR.AX,Stanmore Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Coking Coal,coking-coal,"Stanmore Resources Limited engages in the exploration, development, production, and sale of metallurgical coal in Australia. It holds a portfolio of 2,000 square kilometers of prospective and granted exploration tenements throughout the Bowen and Surat basins. The company was formerly known as Stanmore Coal Limited and changed its name to Stanmore Resources Limited in May 2021. The company was incorporated in 2008 and is based in Brisbane, Australia. Stanmore Resources Limited operates as a subsidiary of Golden Investments (Australia) Pte. Ltd.",,https://stanmore.au,Australia,Brisbane,QLD,2.875,2591500800,901391634,11321613,1491590,1652040,,300184992,17751000,0.11395001,-0.20781,-0.02711,5041000,29254000,0.69885004,0.20079,3,1881200000.0,317100000.0,1564100000.0,375900000.0,197100000.0,-47200000.0,2025,117800000.0,2274000000.0,2943700000.0,2920800000.0001,211500000.0,531100000.0,1721299999.9999,2025,-110400000.0,503100000.0,,270400000.0,,2025,ok,,2026-09-02T10:29:47
SMS,SMS.AX,Star Minerals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Gold,gold,"Star Minerals Limited, explores, develops, and evaluates gold, copper, and base metals properties in Australia. Its flagship project is the Tumblegum South Gold Project located south of Meekatharra in Western Australia. Star Minerals Limited was incorporated in 2021 and is based in Leederville, Australia.",,https://www.starminerals.com.au,Australia,Leederville,WA,0.047,12255935,260764593,101267136,306721,537717,1.851,12470,-1848666,0.0,-74.792595,0.0,1259381,0,0.52096003,0.0,,,,,-853077.0,-857628.0,-857628.0,2024,,6125202.0,6135387.0,6594573.0,435164.0,,6456063.0,2024,-67309.0,864000.0,,-1176604.0,,2024,ok,,2026-09-02T10:29:50
SMX,SMX.AX,Strata Minerals Limited,ASX,EQUITY,AUD,,,,,,,,,,,0.019,7599109,399953113,,659947,181564,,,,,,,,,,,,,,,-3303839.0,-3325826.0,-3303959.0,2025,,780163.0,780163.0,2974552.0,2030201.0,12677.0,2873595.0,2025,-64176.0,3384600.0,,-2192258.0,,2025,ok,,2026-09-02T10:29:52
SNG,SNG.AX,Siren Gold Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Gold,gold,"Siren Gold Limited, together with its subsidiaries, engages in the exploration and evaluation of gold properties in Australia and New Zealand. It also explores for silver deposits. The company's flagship project is the Sams Creek gold project, located at the top of New Zealand's South Island in Golden Bay. Siren Gold Limited was incorporated in 2017 and is based in West Perth, Australia.",,https://www.sirengold.com.au,Australia,West Perth,WA,0.046,13800543,300011816,191728551,147397,79968,0.599,,-1486229,0.0,0.0,0.0,3397897,14891,0.53132,0.0,,,,,8140146.0,-1620967.0,8111198.0,2025,,3574243.0,3617195.0,26085553.0,3397897.0,14891.0,25733147.0,2025,-2182395.0,3815262.0,,-3654794.0,,2025,ok,,2026-09-02T10:29:55
SNM,SNM.AX,Sentinel Metals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Gold,gold,"Sentinel Metals Limited, a mineral exploration company, engages in the exploration and development of gold resources in the United States. The company's flagship property is the Columbia Gold and silver Project covering an area of approximately 1,260 hectares located in central west Montana. Sentinel Metals Limited was incorporated in 2024 and is based in Subiaco, Australia.",,https://www.sentinelmetals.com,Australia,Subiaco,WA,0.55,76577320,139231489,28914896,151336,250218,,30129,,1.0,-69.45547,0.0,6978306,55575,0.77402997,0.15446,,,,,-40249.710812,-40249.710812,-38059.851045,2024,,,,0.0,,,0.0,2023,-186119.316247,,,-183955.946719,,2024,ok,,2026-09-02T10:29:57
SNX,SNX.AX,Sierra Nevada Gold Inc.,ASX,EQUITY,AUD,USD,Basic Materials,Gold,gold,"Sierra Nevada Gold Inc. engages in the acquisition, exploration, and evaluation of mineral properties in the United States. The company primarily explores for gold, silver, and copper deposits. Its flagship project is the Warrior project covering an area of 21 square kilometers that consists of 26,020 acres claims located in Nevada. The company was formerly known as Sierra Nevada Gold (USA) Inc. and changed its name to Sierra Nevada Gold Inc. in October 2021. Sierra Nevada Gold Inc. was incorporated in 2011 and is based in Reno, Nevada.",,https://sngold.com.au,United States,Reno,NV,0.11,54792468,498113349,344333829,1375022,2428266,1.711,,-1018264,0.0,0.0,0.0,5417117,0,0.26584,0.13193,,,,,-796010.0,-1102164.0,-880535.0,2025,,17561825.0,17854871.0,23077065.0,5417117.0,34962.0,22304217.9999,2025,-1365526.0,6252069.0,,-2196020.0,,2025,ok,,2026-09-02T10:30:00
SPD,SPD.AX,Southern Palladium Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Precious Metals & Mining,other-precious-metals-mining,"Southern Palladium Limited, together with its subsidiaries, engages in the exploration and development of mineral activities. It primarily explores platinum, palladium, rhodium, ruthenium, iridium, osmium, nickel, chromium, chromite, copper, and gold deposits. The company holds 70% interest in the Bengwenyama Platinum Group Metals project covering an area of 5,280 hectares located in the Eastern Limb of the Bushveld, South Africa. Southern Palladium Limited was incorporated in 2020 and is based in Sydney, Australia.",,https://www.southernpalladium.com,Australia,Sydney,NSW,1.91,252748224,132328911,62768219,112276,97512,-0.409,,,0.0,0.0,0.0,22577624,0,0.48599997,0.093839996,,,,,-7113983.0,-7113983.0,-6725277.0,2024,,,,25112558.0,5431286.0,,24974743.0,2024,,19000000.0,,-894472.0,,2022,ok,,2026-09-02T10:30:02
SPN,SPN.AX,Sparc Technologies Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Specialty Chemicals,specialty-chemicals,"Sparc Technologies Limited develops technologies in graphene additive materials and photocatalytic green hydrogen in Australia. It engages in the development of photocatalytic water splitting technology, an alternative method of producing renewable green hydrogen without electricity; Ecosparc, a graphene-based additive; and Biosparc, a graphene-enhanced polymer technology. The company was incorporated in 1984 and is headquartered in Kent Town, Australia.",,https://sparctechnologies.com.au,Australia,Kent Town,SA,0.185,22792672,123203630,113210166,166452,197021,,1177355,-2334444,1.0,-0.76061994,-2.33741,1471079,1034246,0.26815,0.0684,,,,,-3742056.0,-3953773.0,-2276659.0,2025,,403533.0,938345.0,5334030.0,3294030.0,70938.0,4202270.0,2025,-27311.0,3166224.0,,-2044818.0,,2025,ok,,2026-09-02T10:30:05
SPQ,SPQ.AX,Superior Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Superior Resources Limited engages in the exploration of mineral properties in Australia. It explores for copper, gold, nickel, platinum grade elements, zinc, lead, silver, cobalt, and uranium deposits. The company holds 100% interests in the Greenvale project located in New South Wales; the Nicholson project located in north-west Queensland; and the Victor project comprising four exploration permits covering an area of 438 square kilometers located in north-west Queensland. Superior Resources Limited was incorporated in 2005 and is based in Milton, Australia.",,https://www.superiorresources.com.au,Australia,Milton,QLD,0.004,10562684,2640670820,1804951319,1150456,283428,0.278,,-727595,0.0,0.0,0.0,2007045,0,0.32437,0.0077899997,,,,,-779925.0,-785985.0,-785985.0,2025,,16596960.0,16694526.0,17476038.0,684062.0,146239.0,16953794.0,2025,-1408151.0,2100462.0,,-2162377.0,,2025,ok,,2026-09-02T10:30:08
SQX,SQX.AX,SQX Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"SQX Resources Limited operates as a mineral exploration and development company in Australia. The company explores for copper and gold deposits. It also holds interest in Ollenburgs project and Scrub Paddock project located in Queensland. SQX Resources Limited was incorporated in 2022 and is headquartered in Subiaco, Australia.",,https://www.sqxresources.com,Australia,Subiaco,WA,0.046,4594883,99888766,28216200,148159,174536,0.573,,-1599564,0.0,0.0,0.0,2808106,0,0.35216,0.0,,25176.0,,25176.0,-880168.0,-965165.0,-756479.0,2023,,1123962.0,1123962.0,3314114.0,2177876.0,18219.0,3209224.0,2024,-201072.0,4458378.0,,-778977.0,,2024,ok,,2026-09-02T10:30:10
SRK,SRK.AX,Strike Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Strike Resources Limited operates as a mineral exploration company in Australia, Argentina, and Peru. The company primarily explores for iron ore, graphite, and lithium deposits. It holds interest in Apurimac Iron Ore Project covering an area of approximately 72,800 hectares located in the Southern Highlands of Peru. Strike Resources Limited was formerly known as Fast Scout Limited and changed its name to Strike Resources Limited in January 2006. The company was incorporated in 1999 and is based in Perth, Australia.",,https://strikeresources.com.au,Australia,Perth,WA,0.022,6242500,283750000,135448063,142021,164294,0.523,12949344,10191410,1.0,0.91134,0.80660003,2921299,0,0.32037,0.23521,,9642676.0,9473269.0,169407.0,1558529.0,-2809530.0,754523.0,2022,,185761.0,185761.0,8005068.0,6714999.0,10806120.0,6701274.0,2024,-425194.0,1100000.0,,-3259637.0,,2024,ok,,2026-09-02T10:30:13
SRL,SRL.AX,Sunrise Energy Metals Limited,ASX,EQUITY,AUD,AUD,Industrials,Pollution & Treatment Controls,pollution-treatment-controls,"Sunrise Energy Metals Limited engages in the mineral exploration activities in Australia. It explores for scandium, nickel, cobalt, alloys, and limestone deposits. The company was formerly known as Clean TeQ Holdings Limited and changed its name to Sunrise Energy Metals Limited in March 2021. Sunrise Energy Metals Limited was founded in 1990 and is based in Melbourne, Australia.",,https://www.sunriseem.com,Australia,Melbourne,VIC,16.43,2784448768,169473439,75999401,589847,436081,1.422,133000,-7410000,0.0,-68.01667,0.0,47942000,220000,0.39823002,0.11979,1,,,,-6034000.0,-6449000.0,-6206000.0,2025,,327000.0,1047000.0,11541000.0,10714000.0,224000.0,10167000.0,2025,-9000.0,7484000.0,,-5588000.0,,2025,ok,,2026-09-02T10:30:15
SRN,SRN.AX,Surefire Resources NL,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Surefire Resources NL, together with its subsidiaries, explores for and reviews mineral tenement holdings in Western Australia. The company explores for critical mineral, gold, titanium, aluminium, copper, lead, silver, vanadium, iron ore, nickel, and platinum group element deposits. Its flagship project is the Victory Bore vanadium-titanium-iron project, which consists of the Victory Bore and Unaly Hill deposits located in the mid-west of Western Australia. The company was formerly known as Black Ridge Mining NL and changed its name to Surefire Resources NL in December 2016. The company was incorporated in 1998 and is based in South Perth, Australia.",2,https://www.surefireresources.com.au,Australia,South Perth,WA,0.023,4167122,181179212,80252936,218971,160591,-0.474,5572,-2535325,1.0,-29.40021,0.0,766761,1449681,0.50262,0.0,,,,,-3722057.0,-3733373.0,-3068583.0,2024,,12832760.0,12919805.0,14539976.0,1485320.0,115761.0,2151012.0,2024,-1446001.0,3334289.0,,-3123018.0,,2024,ok,,2026-09-02T10:30:18
SRR,SRR.AX,Sarama Resources Ltd,ASX,EQUITY,AUD,USD,Basic Materials,Gold,gold,"Sarama Resources Ltd, an exploration stage company, engages in the sourcing, acquisition, exploration, and development of mineral properties in Australia and Burkina Faso. The company holds 80% interests in the Cosmo gold project, which comprises 7 contiguous exploration tenements covering an area of approximately 580 square kilometers located in Western Australia; and the Mt Venn project covering an area of approximately 420 square kilometers located in the Eastern Goldfields of Western Australia. Sarama Resources Ltd was incorporated in 2010 and is headquartered in Subiaco, Australia.",,https://saramaresources.com,Australia,Subiaco,WA,0.029,14604166,503591948,416707229,404888,111724,1.403,,-2313522,0.0,0.0,0.0,960110,0,0.0746,0.049039997,,0.0,2945.0,-2945.0,-2754938.0,-2555971.0,-2779504.0,2025,,5633.0,391692.0,941611.0,865855.0,487128.0,-1008579.0,2025,-5667.0,1763440.0,-1957857.0,-1963524.0,,2025,ok,,2026-09-02T10:30:20
SRT,SRT.AX,Strata Investment Holdings Plc,ASX,EQUITY,AUD,GBP,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Strata Investment Holdings Plc operates as a resource exploration and development company in the United Kingdom, Europe, the Asia Pacific, the Middle East, Africa, Australasia, and the Americas. The company operates in two segments, Equity Investments and Royalty Investments. It explores gold, copper, silver, cobalt, nickel, lithium, iron ore, zinc resources, and base and precious metals. The company was formerly known as Metal Tiger plc and changed its name to Strata Investment Holdings Plc in April 2023. Strata Investment Holdings Plc was incorporated in 2001 and is headquartered in Wincanton, the United Kingdom.",7,https://www.strataplc.com,United Kingdom,Wincanton,,0.16,27107772,169423576,121566765,0,0,,27013000,25000000,1.0,0.93071,0.9327,30356000,48000,0.0401,0.0,,0.0,,,7951000.0,-1958000.0,6178000.0,2025,,6000.0,,35824000.0,832000.0,50000.0,31807000.0,2025,-165000.0,0.0,-2108000.0,-2108000.0,,2022,ok,,2026-09-02T10:30:23
SRZ,SRZ.AX,Stellar Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Stellar Resources Limited, together with its subsidiaries, engages in the exploration of mineral properties in Australia. The company explores for tin, lithium, gold, and base metal deposits. Its flagship project is the Heemskirk Tin project located in Western Tasmania. It also holds five exploration licenses in NE Tasmania project covering an area of 648 square kilometers located in Tasmania, Australia. The company was incorporated in 2004 and is based in Sydney, Australia.",,https://www.stellarresources.com.au,Australia,Sydney,NSW,0.39,132609192,340023591,177017985,352677,355475,1.141,30249,-9754537,1.0,-155.37097,0.0,13349290,46236,0.33673,0.22614999,2,,,,-2209924.0,-2356935.0,-2251132.0,2024,,146694.0,220186.0,11186797.0,10418113.0,15407.0,10658729.0,2024,-462.0,11931842.0,,-2306303.0,,2023,ok,,2026-09-02T10:30:26
SS1,SS1.AX,Sun Silver Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Precious Metals & Mining,other-precious-metals-mining,"Sun Silver Limited engages in the exploration and evaluation of mineral properties in the United States. The company explores for silver and gold deposits. It holds interest in the Maverick Springs project, a silver-gold deposit located in northeast Nevada. The company was formerly known as Green Power Minerals Pty Ltd and changed its name to Sun Silver Limited in March 2024. The company was incorporated in 2023 and is based in East Perth, Australia.",,https://www.sunsilver.com.au,Australia,East Perth,WA,1.125,207013408,184011922,133355280,1440437,2480764,1.423,,-7658194,0.0,0.0,0.0,30215128,296968,0.29984,0.07486,1,,,,-6833232.0,-7676901.0,-6872419.0,2025,,19099289.0,19099289.0,49897462.0,2215129.0,296968.0,49047370.0,2025,-9508632.0,30000000.0,,-11433840.0,,2025,ok,,2026-09-02T10:30:28
STK,STK.AX,Strickland Metals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Precious Metals & Mining,other-precious-metals-mining,"Strickland Metals Limited engages in the exploration of mineral resources in Australia. The company primarily explores for gold, base metal, zinc, lead, silver, and copper deposits. The company owns 100% interest in Rogozna Project comprising four exploration licences covering an area of approximately 184 square kilometres located in the Raka, Southern Republic of Serbia; and the Bryah Basin Project comprises five early-stage exploration licences covering an area of 260 square kilometres, located in the Gascoyne,Western Australia. The company was formerly known as Alloy Resources Limited and changed its name to Strickland Metals Limited in August 2020. Strickland Metals Limited was incorporated in 2004 and is based in Perth, Australia.",58,https://www.stricklandmetals.com.au,Australia,Perth,WA,0.078,205898064,2639718767,1266921590,4736386,7637031,0.427,9544878,1992625,1.0,-1.38551,-0.08809,15410958,606036,0.44007,0.08908,2,,,,-2847451.0,-4507347.0,24546343.0,2024,,36674566.0,37268817.0,86926495.0,24510494.0,207853.0,79624350.0,2024,-15023711.0,6920741.0,,-17928553.0,,2024,ok,,2026-09-02T10:30:31
STM,STM.AX,Sunstone Metals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Sunstone Metals Limited engages in the exploration and evaluation of gold and copper properties. It holds an 87.5% interest in the Bramaderos project covering an area of 4,959 hectares located in Loja Province, southern Ecuador; and a 74.5% interest in the El Palmar project located in the northern Ecuador. The company was formerly known as Avalon Minerals Limited and changed its name to Sunstone Metals Limited in September 2017. Sunstone Metals Limited was incorporated in 2006 and is headquartered in Melbourne, Australia.",27,https://www.sunstonemetals.com.au,Australia,Melbourne,VIC,0.19,53965424,284028560,167688557,551956,520866,1.587,,-2352669,0.0,0.0,0.0,7921035,0,0.23996,0.044109996,3,,,,-2206522.0,-2242930.0,-2293242.0,2024,,82866040.0,83533734.0,85987442.0,2669044.0,78399.0,83042044.0,2024,-14454559.0,8737776.0,,-15868953.0,,2024,ok,,2026-09-02T10:30:33
STN,STN.AX,Saturn Metals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Gold,gold,"Saturn Metals Limited engages in the exploration of precious metals in Australia. It primarily explores for gold deposits. The company's flagship property is the Apollo Hill project that comprises 20 prospective gold exploration licenses covering an area of approximately 1,000 square kilometers, including three mining leases and 66 miscellaneous licenses for water and/or infrastructure purposes located in the Eastern Goldfields district, Western Australia. Saturn Metals Limited was incorporated in 2017 and is based in West Perth, Australia.",,https://saturnmetals.com.au,Australia,West Perth,WA,0.535,355375360,664252988,430507957,1566115,2819952,0.683,683731,-6520085,1.0,-4.6107903,0.0,58625132,19161,0.26933,0.23582001,2,,,,-4923991.0,-5414321.0,-5123937.0,2025,,59129709.0,59322172.0,86505801.0,27178806.0,62280.0,83826398.0,2025,-18474582.0,46253362.0,,-21695381.0,,2025,ok,,2026-09-02T10:30:35
SUH,SUH.AX,Southern Hemisphere Mining Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Southern Hemisphere Mining Limited, an exploration stage company, engages in the acquisition and exploration of mineral properties primarily in Chile. It explores for gold, copper, lithium, silver, and manganese deposits. The company's flagship project is the Llahuin Copper-Gold Project located to the north of Santiago. The company is based in Perth, Australia.",,https://www.shmining.com.au,Australia,Perth,WA,0.037,27240882,736240044,452839164,264253,156575,-0.5,,-1511256,0.0,0.0,0.0,940334,0,0.40678,0.21473,,,,,-3457867.0,-3462601.0,-3466646.0,2024,,16399.0,18833.0,4702401.0,4662668.0,350367.0,4009926.0,2024,-19806.0,7186671.0,,-3093695.0,,2022,ok,,2026-09-02T10:30:38
SVG,SVG.AX,Savannah Goldfields Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Gold,gold,"Savannah Goldfields Limited engages in the exploration, evaluation, and development of gold and silver properties in Australia. It holds 100% interest in the Agate Creek gold project covering an area of approximately 1,539 square kilometers located in north Queensland; and Georgetown project located in Queensland. The company was formerly known as Laneway Resources Limited and changed its name to Savannah Goldfields Limited in October 2022. Savannah Goldfields Limited was incorporated in 1986 and is based in Brisbane, Australia.",,https://www.savannahgoldfields.com,Australia,Brisbane,QLD,0.009,19274192,2141577039,1549623730,3472509,1675668,0.526,2345178,-6888472,-1.8080001,-2.00166,0.0,294223,22760640,0.42648,0.0627,1,11597688.0,22701733.0,-11104045.0,-14473749.0,-15129007.0,-20573973.0,2024,,39055571.0,41520468.0,43219499.0,152740.0,25295033.0,3130666.0,2024,-857209.0,3211331.0,,-7533013.0,,2024,ok,,2026-09-02T10:30:41
SVL,SVL.AX,Silver Mines Limited,ASX,EQUITY,AUD,AUD,Consumer Defensive,Farm Products,farm-products,"Silver Mines Limited, together with its subsidiaries, engages in the acquisition, exploration, and development of silver projects in Australia. It operates through two segments, Mining and Exploration Operations; and Agricultural Operations. The company explores for copper, gold, lead, zinc, and polymetallic deposits. Its flagship project is the Bowdens silver project, which covers an area of approximately 2,115 square kilometers located near Mudgee in the Central Tablelands Region of New South Wales. In addition, the company sells livestock and wool. Silver Mines Limited was incorporated in 2004 and is based in Sydney, Australia.",27,https://www.silvermines.com.au,Australia,Sydney,NSW,0.16,355099840,2219374185,2061887398,6578846,10018220,1.149,364794,-3500427,1.66476,-9.56824,0.0,40504316,0,0.041840002,0.2132,1,263129.0,205293.0,57836.0,-1972594.0,-3600571.0,-2217610.0,2024,,124697670.0,126722974.0,138736882.0,10805188.0,3574117.0,137610351.0,2024,-13732886.0,14000003.0,,-16034607.0,,2024,ok,,2026-09-02T10:30:44
SVM,SVM.AX,Sovereign Metals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Sovereign Metals Limited, together with its subsidiaries, engages in the exploration and development of mineral resource projects in Malawi. The company primary explores rutile and graphite. It holds interest in the Kasiya Rutile-Graphite project located in Malawi. The company was incorporated in 2006 and is based in Perth, Australia.",,https://sovereignmetals.com.au,Australia,Perth,WA,0.515,337820032,655961203,441380400,594888,413148,1.111,,-31399684,0.0,0.0,0.0,33937352,71678,0.31774,0.07796,2,,,,-42004574.0,-42306630.0,-40440339.0,2025,43958.0,6938512.0,7885911.0,63352949.0,54538435.0,89744.0,55387701.0,2025,-1023642.0,59174395.0,,-33902854.0,,2025,ok,,2026-09-02T10:30:46
SVY,SVY.AX,Stavely Minerals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Stavely Minerals Limited, a mineral resource company, engages in the exploration and development of mineral projects in Australia. The company explores for copper, cobalt, gold, zinc, nickel, and silver deposits. It holds 100% interests in the Stavely project covering an area of approximately 1,000 square kilometers located west Victoria; the Ararat project that covers an area of approximately 26 square kilometers situated in western margin of the Stawell-Bendigo zone; and Hawkstone Project covering an area of approximately 1001 square kilometres located in the West Kimberley. Stavely Minerals Limited was incorporated in 2006 and is headquartered in Nedlands, Australia.",,https://www.stavely.com.au,Australia,Nedlands,WA,0.017,17554414,1032612487,484157668,1144174,749522,0.64,110723,-3375907,1.0,-34.72871,0.0,489289,80811,0.2941,0.058530003,,,,,-5296745.0,-6939764.0,-5594916.0,2024,,5437746.0,6182327.0,9376293.0,3726918.0,209985.0,8479466.0,2024,-124093.0,6880001.0,,-4514800.0,,2024,ok,,2026-09-02T10:30:48
SX2,SX2.AX,Southern Cross Gold Consolidated Ltd.,ASX,EQUITY,AUD,CAD,Basic Materials,Gold,gold,"Southern Cross Gold Consolidated Ltd. engages in the acquisition and exploration of mineral properties in Australia. The company explores for gold, antimony, iron oxide, and copper deposits. Its flagship property is the 100% owned Sunday Creek project covering an area of 19,365 hectares of granted exploration tenements located 60 km north of Melbourne. The company is based in Melbourne, Australia.",,https://www.southerncrossgold.com.au,Australia,Melbourne,VIC,11.33,3055174912,269653562,220848964,250155,252505,,,-9612492,0.0,0.0,0.0,119129504,749650,0.22514999,0.117469996,4,0.0,558697.0,-558697.0,-4851677.0,-9897642.0,-5475812.0,2026,,152024336.0,153022307.0,275562081.0,119129501.0,749650.0,266895186.0,2026,-44817708.0,8115534.0,-2319714.0,-47137422.0,,2026,ok,,2026-09-02T10:30:51
SYR,SYR.AX,Syrah Resources Limited,ASX,EQUITY,AUD,USD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Syrah Resources Limited, together with its subsidiaries, engages in the exploration, evaluation, and development of mineral properties in Australia, China, Europe, India, the Americas, and internationally. It operates through Balama and Vidalia segments. The company's flagship project is the Balama graphite; and vanadium project located in Cabo Delgado Province, Mozambique. It also involved in the operation and expansion of the Vidalia active anode material facility; construction of the Vidalia Initial Expansion project; and evaluation of the Vidalia Further Expansion project. In addition, it is involved in production, distribution and sale of natural graphite; customer engagement and commercial negotiations, research and development; and treasury, investing activities. Syrah Resources Limited was incorporated in 2007 and is headquartered in Melbourne, Australia.",,https://www.syrahresources.com.au,Australia,Melbourne,VIC,0.107,248446240,2321927497,1251706342,4638852,2903239,0.933,33381000,-66268000,-1.9629401,-1.3541701,0.0,77087000,293233984,0.060100004,0.56544,2,33381000.0,78254000.0,-44873000.0,-41390000.0,-86450000.0,-100663000.0,2025,25021000.0,509390000.0,608790000.0,711185000.0002,77087000.0,293234000.0,329247000.0,2025,-5814000.0,45524000.0,,-62176000.0,,2025,ok,,2026-09-02T10:30:54
T88,T88.AX,Taiton Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Precious Metals & Mining,other-precious-metals-mining,"Taiton Resources Limited engages in the exploration, development, and evaluation of mineral properties in Australia. The company explores for molybdenum, quartz, gold, uranium, and rare earth element deposits. Its flagship project is the Kingsgate molybdenum and high purity quartz project that covers an area of 604.1 square kilometers located in the Northern Highlands of New South Wales. The company was formerly known as Syngas Limited and changed its name to Taiton Resources Limited in February 2021. Taiton Resources Limited was incorporated in 1993 and is based in Melbourne, Australia.",,https://www.taiton.com.au,Australia,Melbourne,VIC,0.055,6811682,123848758,22309588,78103,39901,-0.054,32500,-548249,1.0,-428.59738,0.0,629243,0,0.77502996,0.0,,,,,-1719421.0,-1757428.0,-1671748.0,2024,,4143101.0,4203354.0,5386093.0,1160267.0,13860.0,5166219.0,2024,-2303405.0,7004000.0,,-3436969.0,,2024,ok,,2026-09-02T10:30:57
TAM,TAM.AX,Tanami Gold NL,ASX,EQUITY,AUD,AUD,Basic Materials,Gold,gold,"Tanami Gold NL operates as a gold exploration company in Australia. It holds 50% interest in the Central Tanami project covering an area of 2,108 square kilometers located in the Tanami Region of the Northern Territory. Tanami Gold NL was incorporated in 1968 and is based in South Perth, Australia.",,https://www.tanami.com.au,Australia,South Perth,WA,0.069,162163392,2350194092,487148231,1056142,762441,0.932,,-8610500,0.0,0.0,0.0,14439000,63000,0.09882,0.2323,,,,,-8107000.0,-8136000.0,-6147000.0,2024,,11272000.0,11287000.0,51729000.0,25271000.0,6000.0,46371000.0,2024,-124000.0,,,-5920000.0,,2024,ok,,2026-09-02T10:30:59
